,index,urdf_filepath,urdf_path,scene_id,task,task_ids,init_ids
5420,5900,scenes/Beechwood_1_int/urdf/Beechwood_1_int_task_brushing_lint_off_clothing_0_20.urdf,Beechwood_1_int_task_brushing_lint_off_clothing_0_20,Beechwood_1_int,brushing_lint_off_clothing,0,20
5421,5901,scenes/Beechwood_1_int/urdf/Beechwood_1_int_task_brushing_lint_off_clothing_0_21.urdf,Beechwood_1_int_task_brushing_lint_off_clothing_0_21,Beechwood_1_int,brushing_lint_off_clothing,0,21
5422,5902,scenes/Beechwood_1_int/urdf/Beechwood_1_int_task_brushing_lint_off_clothing_0_22.urdf,Beechwood_1_int_task_brushing_lint_off_clothing_0_22,Beechwood_1_int,brushing_lint_off_clothing,0,22
5423,5903,scenes/Beechwood_1_int/urdf/Beechwood_1_int_task_brushing_lint_off_clothing_0_23.urdf,Beechwood_1_int_task_brushing_lint_off_clothing_0_23,Beechwood_1_int,brushing_lint_off_clothing,0,23
5424,5904,scenes/Beechwood_1_int/urdf/Beechwood_1_int_task_brushing_lint_off_clothing_0_24.urdf,Beechwood_1_int_task_brushing_lint_off_clothing_0_24,Beechwood_1_int,brushing_lint_off_clothing,0,24
5425,5905,scenes/Beechwood_1_int/urdf/Beechwood_1_int_task_brushing_lint_off_clothing_0_25.urdf,Beechwood_1_int_task_brushing_lint_off_clothing_0_25,Beechwood_1_int,brushing_lint_off_clothing,0,25
5426,5906,scenes/Beechwood_1_int/urdf/Beechwood_1_int_task_brushing_lint_off_clothing_0_26.urdf,Beechwood_1_int_task_brushing_lint_off_clothing_0_26,Beechwood_1_int,brushing_lint_off_clothing,0,26
5427,5907,scenes/Beechwood_1_int/urdf/Beechwood_1_int_task_brushing_lint_off_clothing_0_27.urdf,Beechwood_1_int_task_brushing_lint_off_clothing_0_27,Beechwood_1_int,brushing_lint_off_clothing,0,27
5428,5908,scenes/Beechwood_1_int/urdf/Beechwood_1_int_task_brushing_lint_off_clothing_0_28.urdf,Beechwood_1_int_task_brushing_lint_off_clothing_0_28,Beechwood_1_int,brushing_lint_off_clothing,0,28
5429,5909,scenes/Beechwood_1_int/urdf/Beechwood_1_int_task_brushing_lint_off_clothing_0_29.urdf,Beechwood_1_int_task_brushing_lint_off_clothing_0_29,Beechwood_1_int,brushing_lint_off_clothing,0,29
5430,5910,scenes/Pomaria_2_int/urdf/Pomaria_2_int_task_brushing_lint_off_clothing_0_0.urdf,Pomaria_2_int_task_brushing_lint_off_clothing_0_0,Pomaria_2_int,brushing_lint_off_clothing,0,0
5431,5911,scenes/Pomaria_2_int/urdf/Pomaria_2_int_task_brushing_lint_off_clothing_0_1.urdf,Pomaria_2_int_task_brushing_lint_off_clothing_0_1,Pomaria_2_int,brushing_lint_off_clothing,0,1
5432,5912,scenes/Pomaria_2_int/urdf/Pomaria_2_int_task_brushing_lint_off_clothing_0_2.urdf,Pomaria_2_int_task_brushing_lint_off_clothing_0_2,Pomaria_2_int,brushing_lint_off_clothing,0,2
5433,5913,scenes/Pomaria_2_int/urdf/Pomaria_2_int_task_brushing_lint_off_clothing_0_3.urdf,Pomaria_2_int_task_brushing_lint_off_clothing_0_3,Pomaria_2_int,brushing_lint_off_clothing,0,3
5434,5914,scenes/Pomaria_2_int/urdf/Pomaria_2_int_task_brushing_lint_off_clothing_0_4.urdf,Pomaria_2_int_task_brushing_lint_off_clothing_0_4,Pomaria_2_int,brushing_lint_off_clothing,0,4
5435,5915,scenes/Pomaria_2_int/urdf/Pomaria_2_int_task_brushing_lint_off_clothing_0_5.urdf,Pomaria_2_int_task_brushing_lint_off_clothing_0_5,Pomaria_2_int,brushing_lint_off_clothing,0,5
5436,5916,scenes/Pomaria_2_int/urdf/Pomaria_2_int_task_brushing_lint_off_clothing_0_6.urdf,Pomaria_2_int_task_brushing_lint_off_clothing_0_6,Pomaria_2_int,brushing_lint_off_clothing,0,6
5437,5917,scenes/Pomaria_2_int/urdf/Pomaria_2_int_task_brushing_lint_off_clothing_0_7.urdf,Pomaria_2_int_task_brushing_lint_off_clothing_0_7,Pomaria_2_int,brushing_lint_off_clothing,0,7
5438,5918,scenes/Pomaria_2_int/urdf/Pomaria_2_int_task_brushing_lint_off_clothing_0_8.urdf,Pomaria_2_int_task_brushing_lint_off_clothing_0_8,Pomaria_2_int,brushing_lint_off_clothing,0,8
5439,5919,scenes/Pomaria_2_int/urdf/Pomaria_2_int_task_brushing_lint_off_clothing_0_9.urdf,Pomaria_2_int_task_brushing_lint_off_clothing_0_9,Pomaria_2_int,brushing_lint_off_clothing,0,9
5440,5920,scenes/Pomaria_2_int/urdf/Pomaria_2_int_task_brushing_lint_off_clothing_0_10.urdf,Pomaria_2_int_task_brushing_lint_off_clothing_0_10,Pomaria_2_int,brushing_lint_off_clothing,0,10
5441,5921,scenes/Pomaria_2_int/urdf/Pomaria_2_int_task_brushing_lint_off_clothing_0_11.urdf,Pomaria_2_int_task_brushing_lint_off_clothing_0_11,Pomaria_2_int,brushing_lint_off_clothing,0,11
5442,5922,scenes/Pomaria_2_int/urdf/Pomaria_2_int_task_brushing_lint_off_clothing_0_12.urdf,Pomaria_2_int_task_brushing_lint_off_clothing_0_12,Pomaria_2_int,brushing_lint_off_clothing,0,12
5443,5923,scenes/Pomaria_2_int/urdf/Pomaria_2_int_task_brushing_lint_off_clothing_0_13.urdf,Pomaria_2_int_task_brushing_lint_off_clothing_0_13,Pomaria_2_int,brushing_lint_off_clothing,0,13
5444,5924,scenes/Pomaria_2_int/urdf/Pomaria_2_int_task_brushing_lint_off_clothing_0_14.urdf,Pomaria_2_int_task_brushing_lint_off_clothing_0_14,Pomaria_2_int,brushing_lint_off_clothing,0,14
5445,5925,scenes/Pomaria_2_int/urdf/Pomaria_2_int_task_brushing_lint_off_clothing_0_15.urdf,Pomaria_2_int_task_brushing_lint_off_clothing_0_15,Pomaria_2_int,brushing_lint_off_clothing,0,15
5446,5926,scenes/Pomaria_2_int/urdf/Pomaria_2_int_task_brushing_lint_off_clothing_0_16.urdf,Pomaria_2_int_task_brushing_lint_off_clothing_0_16,Pomaria_2_int,brushing_lint_off_clothing,0,16
5447,5927,scenes/Pomaria_2_int/urdf/Pomaria_2_int_task_brushing_lint_off_clothing_0_17.urdf,Pomaria_2_int_task_brushing_lint_off_clothing_0_17,Pomaria_2_int,brushing_lint_off_clothing,0,17
5448,5928,scenes/Pomaria_2_int/urdf/Pomaria_2_int_task_brushing_lint_off_clothing_0_18.urdf,Pomaria_2_int_task_brushing_lint_off_clothing_0_18,Pomaria_2_int,brushing_lint_off_clothing,0,18
5449,5929,scenes/Pomaria_2_int/urdf/Pomaria_2_int_task_brushing_lint_off_clothing_0_19.urdf,Pomaria_2_int_task_brushing_lint_off_clothing_0_19,Pomaria_2_int,brushing_lint_off_clothing,0,19
5450,5930,scenes/Pomaria_2_int/urdf/Pomaria_2_int_task_brushing_lint_off_clothing_0_20.urdf,Pomaria_2_int_task_brushing_lint_off_clothing_0_20,Pomaria_2_int,brushing_lint_off_clothing,0,20
5451,5931,scenes/Pomaria_2_int/urdf/Pomaria_2_int_task_brushing_lint_off_clothing_0_21.urdf,Pomaria_2_int_task_brushing_lint_off_clothing_0_21,Pomaria_2_int,brushing_lint_off_clothing,0,21
5452,5932,scenes/Pomaria_2_int/urdf/Pomaria_2_int_task_brushing_lint_off_clothing_0_22.urdf,Pomaria_2_int_task_brushing_lint_off_clothing_0_22,Pomaria_2_int,brushing_lint_off_clothing,0,22
5453,5933,scenes/Pomaria_2_int/urdf/Pomaria_2_int_task_brushing_lint_off_clothing_0_23.urdf,Pomaria_2_int_task_brushing_lint_off_clothing_0_23,Pomaria_2_int,brushing_lint_off_clothing,0,23
5454,5934,scenes/Pomaria_2_int/urdf/Pomaria_2_int_task_brushing_lint_off_clothing_0_24.urdf,Pomaria_2_int_task_brushing_lint_off_clothing_0_24,Pomaria_2_int,brushing_lint_off_clothing,0,24
5455,5935,scenes/Pomaria_2_int/urdf/Pomaria_2_int_task_brushing_lint_off_clothing_0_25.urdf,Pomaria_2_int_task_brushing_lint_off_clothing_0_25,Pomaria_2_int,brushing_lint_off_clothing,0,25
5456,5936,scenes/Pomaria_2_int/urdf/Pomaria_2_int_task_brushing_lint_off_clothing_0_26.urdf,Pomaria_2_int_task_brushing_lint_off_clothing_0_26,Pomaria_2_int,brushing_lint_off_clothing,0,26
5457,5937,scenes/Pomaria_2_int/urdf/Pomaria_2_int_task_brushing_lint_off_clothing_0_27.urdf,Pomaria_2_int_task_brushing_lint_off_clothing_0_27,Pomaria_2_int,brushing_lint_off_clothing,0,27
5458,5938,scenes/Pomaria_2_int/urdf/Pomaria_2_int_task_brushing_lint_off_clothing_0_28.urdf,Pomaria_2_int_task_brushing_lint_off_clothing_0_28,Pomaria_2_int,brushing_lint_off_clothing,0,28
5459,5939,scenes/Pomaria_2_int/urdf/Pomaria_2_int_task_brushing_lint_off_clothing_0_29.urdf,Pomaria_2_int_task_brushing_lint_off_clothing_0_29,Pomaria_2_int,brushing_lint_off_clothing,0,29
5460,5940,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_chopping_vegetables_0_0.urdf,Wainscott_0_int_task_chopping_vegetables_0_0,Wainscott_0_int,chopping_vegetables,0,0
5461,5941,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_chopping_vegetables_0_1.urdf,Wainscott_0_int_task_chopping_vegetables_0_1,Wainscott_0_int,chopping_vegetables,0,1
5462,5942,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_chopping_vegetables_0_2.urdf,Wainscott_0_int_task_chopping_vegetables_0_2,Wainscott_0_int,chopping_vegetables,0,2
5463,5943,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_chopping_vegetables_0_3.urdf,Wainscott_0_int_task_chopping_vegetables_0_3,Wainscott_0_int,chopping_vegetables,0,3
5464,5944,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_chopping_vegetables_0_4.urdf,Wainscott_0_int_task_chopping_vegetables_0_4,Wainscott_0_int,chopping_vegetables,0,4
5465,5945,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_chopping_vegetables_0_5.urdf,Wainscott_0_int_task_chopping_vegetables_0_5,Wainscott_0_int,chopping_vegetables,0,5
5466,5946,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_chopping_vegetables_0_6.urdf,Wainscott_0_int_task_chopping_vegetables_0_6,Wainscott_0_int,chopping_vegetables,0,6
5467,5947,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_chopping_vegetables_0_7.urdf,Wainscott_0_int_task_chopping_vegetables_0_7,Wainscott_0_int,chopping_vegetables,0,7
5468,5948,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_chopping_vegetables_0_8.urdf,Wainscott_0_int_task_chopping_vegetables_0_8,Wainscott_0_int,chopping_vegetables,0,8
5469,5949,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_chopping_vegetables_0_9.urdf,Wainscott_0_int_task_chopping_vegetables_0_9,Wainscott_0_int,chopping_vegetables,0,9
5470,5950,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_chopping_vegetables_0_10.urdf,Wainscott_0_int_task_chopping_vegetables_0_10,Wainscott_0_int,chopping_vegetables,0,10
5471,5951,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_chopping_vegetables_0_11.urdf,Wainscott_0_int_task_chopping_vegetables_0_11,Wainscott_0_int,chopping_vegetables,0,11
5472,5952,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_chopping_vegetables_0_12.urdf,Wainscott_0_int_task_chopping_vegetables_0_12,Wainscott_0_int,chopping_vegetables,0,12
5473,5953,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_chopping_vegetables_0_13.urdf,Wainscott_0_int_task_chopping_vegetables_0_13,Wainscott_0_int,chopping_vegetables,0,13
5474,5954,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_chopping_vegetables_0_14.urdf,Wainscott_0_int_task_chopping_vegetables_0_14,Wainscott_0_int,chopping_vegetables,0,14
5475,5955,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_chopping_vegetables_0_15.urdf,Wainscott_0_int_task_chopping_vegetables_0_15,Wainscott_0_int,chopping_vegetables,0,15
5476,5956,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_chopping_vegetables_0_16.urdf,Wainscott_0_int_task_chopping_vegetables_0_16,Wainscott_0_int,chopping_vegetables,0,16
5477,5957,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_chopping_vegetables_0_17.urdf,Wainscott_0_int_task_chopping_vegetables_0_17,Wainscott_0_int,chopping_vegetables,0,17
5478,5958,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_chopping_vegetables_0_18.urdf,Wainscott_0_int_task_chopping_vegetables_0_18,Wainscott_0_int,chopping_vegetables,0,18
5479,5959,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_chopping_vegetables_0_19.urdf,Wainscott_0_int_task_chopping_vegetables_0_19,Wainscott_0_int,chopping_vegetables,0,19
5480,5960,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_chopping_vegetables_0_20.urdf,Wainscott_0_int_task_chopping_vegetables_0_20,Wainscott_0_int,chopping_vegetables,0,20
5481,5961,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_chopping_vegetables_0_21.urdf,Wainscott_0_int_task_chopping_vegetables_0_21,Wainscott_0_int,chopping_vegetables,0,21
5482,5962,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_chopping_vegetables_0_22.urdf,Wainscott_0_int_task_chopping_vegetables_0_22,Wainscott_0_int,chopping_vegetables,0,22
5483,5963,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_chopping_vegetables_0_23.urdf,Wainscott_0_int_task_chopping_vegetables_0_23,Wainscott_0_int,chopping_vegetables,0,23
5484,5964,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_chopping_vegetables_0_24.urdf,Wainscott_0_int_task_chopping_vegetables_0_24,Wainscott_0_int,chopping_vegetables,0,24
5485,5965,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_chopping_vegetables_0_25.urdf,Wainscott_0_int_task_chopping_vegetables_0_25,Wainscott_0_int,chopping_vegetables,0,25
5486,5966,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_chopping_vegetables_0_26.urdf,Wainscott_0_int_task_chopping_vegetables_0_26,Wainscott_0_int,chopping_vegetables,0,26
5487,5967,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_chopping_vegetables_0_27.urdf,Wainscott_0_int_task_chopping_vegetables_0_27,Wainscott_0_int,chopping_vegetables,0,27
5488,5968,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_chopping_vegetables_0_28.urdf,Wainscott_0_int_task_chopping_vegetables_0_28,Wainscott_0_int,chopping_vegetables,0,28
5489,5969,scenes/Wainscott_0_int/urdf/Wainscott_0_int_task_chopping_vegetables_0_29.urdf,Wainscott_0_int_task_chopping_vegetables_0_29,Wainscott_0_int,chopping_vegetables,0,29
5490,5970,scenes/Rs_int/urdf/Rs_int_task_chopping_vegetables_0_0.urdf,Rs_int_task_chopping_vegetables_0_0,Rs_int,chopping_vegetables,0,0
5491,5971,scenes/Rs_int/urdf/Rs_int_task_chopping_vegetables_0_1.urdf,Rs_int_task_chopping_vegetables_0_1,Rs_int,chopping_vegetables,0,1
5492,5972,scenes/Rs_int/urdf/Rs_int_task_chopping_vegetables_0_2.urdf,Rs_int_task_chopping_vegetables_0_2,Rs_int,chopping_vegetables,0,2
5493,5973,scenes/Rs_int/urdf/Rs_int_task_chopping_vegetables_0_3.urdf,Rs_int_task_chopping_vegetables_0_3,Rs_int,chopping_vegetables,0,3
5494,5974,scenes/Rs_int/urdf/Rs_int_task_chopping_vegetables_0_4.urdf,Rs_int_task_chopping_vegetables_0_4,Rs_int,chopping_vegetables,0,4
5495,5975,scenes/Rs_int/urdf/Rs_int_task_chopping_vegetables_0_5.urdf,Rs_int_task_chopping_vegetables_0_5,Rs_int,chopping_vegetables,0,5
5496,5976,scenes/Rs_int/urdf/Rs_int_task_chopping_vegetables_0_6.urdf,Rs_int_task_chopping_vegetables_0_6,Rs_int,chopping_vegetables,0,6
5497,5977,scenes/Rs_int/urdf/Rs_int_task_chopping_vegetables_0_7.urdf,Rs_int_task_chopping_vegetables_0_7,Rs_int,chopping_vegetables,0,7
5498,5978,scenes/Rs_int/urdf/Rs_int_task_chopping_vegetables_0_8.urdf,Rs_int_task_chopping_vegetables_0_8,Rs_int,chopping_vegetables,0,8
5499,5979,scenes/Rs_int/urdf/Rs_int_task_chopping_vegetables_0_9.urdf,Rs_int_task_chopping_vegetables_0_9,Rs_int,chopping_vegetables,0,9
5500,5980,scenes/Rs_int/urdf/Rs_int_task_chopping_vegetables_0_10.urdf,Rs_int_task_chopping_vegetables_0_10,Rs_int,chopping_vegetables,0,10
5501,5981,scenes/Rs_int/urdf/Rs_int_task_chopping_vegetables_0_11.urdf,Rs_int_task_chopping_vegetables_0_11,Rs_int,chopping_vegetables,0,11
5502,5982,scenes/Rs_int/urdf/Rs_int_task_chopping_vegetables_0_12.urdf,Rs_int_task_chopping_vegetables_0_12,Rs_int,chopping_vegetables,0,12
5503,5983,scenes/Rs_int/urdf/Rs_int_task_chopping_vegetables_0_13.urdf,Rs_int_task_chopping_vegetables_0_13,Rs_int,chopping_vegetables,0,13
5504,5984,scenes/Rs_int/urdf/Rs_int_task_chopping_vegetables_0_14.urdf,Rs_int_task_chopping_vegetables_0_14,Rs_int,chopping_vegetables,0,14
5505,5985,scenes/Rs_int/urdf/Rs_int_task_chopping_vegetables_0_15.urdf,Rs_int_task_chopping_vegetables_0_15,Rs_int,chopping_vegetables,0,15
5506,5986,scenes/Rs_int/urdf/Rs_int_task_chopping_vegetables_0_16.urdf,Rs_int_task_chopping_vegetables_0_16,Rs_int,chopping_vegetables,0,16
5507,5987,scenes/Rs_int/urdf/Rs_int_task_chopping_vegetables_0_17.urdf,Rs_int_task_chopping_vegetables_0_17,Rs_int,chopping_vegetables,0,17
5508,5988,scenes/Rs_int/urdf/Rs_int_task_chopping_vegetables_0_18.urdf,Rs_int_task_chopping_vegetables_0_18,Rs_int,chopping_vegetables,0,18
5509,5989,scenes/Rs_int/urdf/Rs_int_task_chopping_vegetables_0_19.urdf,Rs_int_task_chopping_vegetables_0_19,Rs_int,chopping_vegetables,0,19
5510,5990,scenes/Rs_int/urdf/Rs_int_task_chopping_vegetables_0_20.urdf,Rs_int_task_chopping_vegetables_0_20,Rs_int,chopping_vegetables,0,20
5511,5991,scenes/Rs_int/urdf/Rs_int_task_chopping_vegetables_0_21.urdf,Rs_int_task_chopping_vegetables_0_21,Rs_int,chopping_vegetables,0,21
5512,5992,scenes/Rs_int/urdf/Rs_int_task_chopping_vegetables_0_22.urdf,Rs_int_task_chopping_vegetables_0_22,Rs_int,chopping_vegetables,0,22
5513,5993,scenes/Rs_int/urdf/Rs_int_task_chopping_vegetables_0_23.urdf,Rs_int_task_chopping_vegetables_0_23,Rs_int,chopping_vegetables,0,23
5514,5994,scenes/Rs_int/urdf/Rs_int_task_chopping_vegetables_0_24.urdf,Rs_int_task_chopping_vegetables_0_24,Rs_int,chopping_vegetables,0,24
5515,5995,scenes/Rs_int/urdf/Rs_int_task_chopping_vegetables_0_25.urdf,Rs_int_task_chopping_vegetables_0_25,Rs_int,chopping_vegetables,0,25
5516,5996,scenes/Rs_int/urdf/Rs_int_task_chopping_vegetables_0_26.urdf,Rs_int_task_chopping_vegetables_0_26,Rs_int,chopping_vegetables,0,26
5517,5997,scenes/Rs_int/urdf/Rs_int_task_chopping_vegetables_0_27.urdf,Rs_int_task_chopping_vegetables_0_27,Rs_int,chopping_vegetables,0,27
5518,5998,scenes/Rs_int/urdf/Rs_int_task_chopping_vegetables_0_28.urdf,Rs_int_task_chopping_vegetables_0_28,Rs_int,chopping_vegetables,0,28
5519,5999,scenes/Rs_int/urdf/Rs_int_task_chopping_vegetables_0_29.urdf,Rs_int_task_chopping_vegetables_0_29,Rs_int,chopping_vegetables,0,29
5520,6000,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_chopping_vegetables_0_0.urdf,Pomaria_1_int_task_chopping_vegetables_0_0,Pomaria_1_int,chopping_vegetables,0,0
5521,6001,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_chopping_vegetables_0_1.urdf,Pomaria_1_int_task_chopping_vegetables_0_1,Pomaria_1_int,chopping_vegetables,0,1
5522,6002,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_chopping_vegetables_0_2.urdf,Pomaria_1_int_task_chopping_vegetables_0_2,Pomaria_1_int,chopping_vegetables,0,2
5523,6003,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_chopping_vegetables_0_3.urdf,Pomaria_1_int_task_chopping_vegetables_0_3,Pomaria_1_int,chopping_vegetables,0,3
5524,6004,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_chopping_vegetables_0_4.urdf,Pomaria_1_int_task_chopping_vegetables_0_4,Pomaria_1_int,chopping_vegetables,0,4
5525,6005,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_chopping_vegetables_0_5.urdf,Pomaria_1_int_task_chopping_vegetables_0_5,Pomaria_1_int,chopping_vegetables,0,5
5526,6006,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_chopping_vegetables_0_6.urdf,Pomaria_1_int_task_chopping_vegetables_0_6,Pomaria_1_int,chopping_vegetables,0,6
5527,6007,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_chopping_vegetables_0_7.urdf,Pomaria_1_int_task_chopping_vegetables_0_7,Pomaria_1_int,chopping_vegetables,0,7
5528,6008,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_chopping_vegetables_0_8.urdf,Pomaria_1_int_task_chopping_vegetables_0_8,Pomaria_1_int,chopping_vegetables,0,8
5529,6009,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_chopping_vegetables_0_9.urdf,Pomaria_1_int_task_chopping_vegetables_0_9,Pomaria_1_int,chopping_vegetables,0,9
5530,6010,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_chopping_vegetables_0_10.urdf,Pomaria_1_int_task_chopping_vegetables_0_10,Pomaria_1_int,chopping_vegetables,0,10
5531,6011,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_chopping_vegetables_0_11.urdf,Pomaria_1_int_task_chopping_vegetables_0_11,Pomaria_1_int,chopping_vegetables,0,11
5532,6012,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_chopping_vegetables_0_12.urdf,Pomaria_1_int_task_chopping_vegetables_0_12,Pomaria_1_int,chopping_vegetables,0,12
5533,6013,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_chopping_vegetables_0_13.urdf,Pomaria_1_int_task_chopping_vegetables_0_13,Pomaria_1_int,chopping_vegetables,0,13
5534,6014,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_chopping_vegetables_0_14.urdf,Pomaria_1_int_task_chopping_vegetables_0_14,Pomaria_1_int,chopping_vegetables,0,14
5535,6015,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_chopping_vegetables_0_15.urdf,Pomaria_1_int_task_chopping_vegetables_0_15,Pomaria_1_int,chopping_vegetables,0,15
5536,6016,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_chopping_vegetables_0_16.urdf,Pomaria_1_int_task_chopping_vegetables_0_16,Pomaria_1_int,chopping_vegetables,0,16
5537,6017,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_chopping_vegetables_0_17.urdf,Pomaria_1_int_task_chopping_vegetables_0_17,Pomaria_1_int,chopping_vegetables,0,17
5538,6018,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_chopping_vegetables_0_18.urdf,Pomaria_1_int_task_chopping_vegetables_0_18,Pomaria_1_int,chopping_vegetables,0,18
5539,6019,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_chopping_vegetables_0_19.urdf,Pomaria_1_int_task_chopping_vegetables_0_19,Pomaria_1_int,chopping_vegetables,0,19
5540,6020,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_chopping_vegetables_0_20.urdf,Pomaria_1_int_task_chopping_vegetables_0_20,Pomaria_1_int,chopping_vegetables,0,20
5541,6021,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_chopping_vegetables_0_21.urdf,Pomaria_1_int_task_chopping_vegetables_0_21,Pomaria_1_int,chopping_vegetables,0,21
5542,6022,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_chopping_vegetables_0_22.urdf,Pomaria_1_int_task_chopping_vegetables_0_22,Pomaria_1_int,chopping_vegetables,0,22
5543,6023,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_chopping_vegetables_0_23.urdf,Pomaria_1_int_task_chopping_vegetables_0_23,Pomaria_1_int,chopping_vegetables,0,23
5544,6024,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_chopping_vegetables_0_24.urdf,Pomaria_1_int_task_chopping_vegetables_0_24,Pomaria_1_int,chopping_vegetables,0,24
5545,6025,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_chopping_vegetables_0_25.urdf,Pomaria_1_int_task_chopping_vegetables_0_25,Pomaria_1_int,chopping_vegetables,0,25
5546,6026,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_chopping_vegetables_0_26.urdf,Pomaria_1_int_task_chopping_vegetables_0_26,Pomaria_1_int,chopping_vegetables,0,26
5547,6027,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_chopping_vegetables_0_27.urdf,Pomaria_1_int_task_chopping_vegetables_0_27,Pomaria_1_int,chopping_vegetables,0,27
5548,6028,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_chopping_vegetables_0_28.urdf,Pomaria_1_int_task_chopping_vegetables_0_28,Pomaria_1_int,chopping_vegetables,0,28
5549,6029,scenes/Pomaria_1_int/urdf/Pomaria_1_int_task_chopping_vegetables_0_29.urdf,Pomaria_1_int_task_chopping_vegetables_0_29,Pomaria_1_int,chopping_vegetables,0,29
5550,6030,scenes/Merom_1_int/urdf/Merom_1_int_task_collect_misplaced_items_0_0.urdf,Merom_1_int_task_collect_misplaced_items_0_0,Merom_1_int,collect_misplaced_items,0,0
5551,6031,scenes/Merom_1_int/urdf/Merom_1_int_task_collect_misplaced_items_0_1.urdf,Merom_1_int_task_collect_misplaced_items_0_1,Merom_1_int,collect_misplaced_items,0,1
5552,6032,scenes/Merom_1_int/urdf/Merom_1_int_task_collect_misplaced_items_0_2.urdf,Merom_1_int_task_collect_misplaced_items_0_2,Merom_1_int,collect_misplaced_items,0,2
5553,6033,scenes/Merom_1_int/urdf/Merom_1_int_task_collect_misplaced_items_0_3.urdf,Merom_1_int_task_collect_misplaced_items_0_3,Merom_1_int,collect_misplaced_items,0,3
5554,6034,scenes/Merom_1_int/urdf/Merom_1_int_task_collect_misplaced_items_0_4.urdf,Merom_1_int_task_collect_misplaced_items_0_4,Merom_1_int,collect_misplaced_items,0,4
5555,6035,scenes/Merom_1_int/urdf/Merom_1_int_task_collect_misplaced_items_0_5.urdf,Merom_1_int_task_collect_misplaced_items_0_5,Merom_1_int,collect_misplaced_items,0,5
5556,6036,scenes/Merom_1_int/urdf/Merom_1_int_task_collect_misplaced_items_0_6.urdf,Merom_1_int_task_collect_misplaced_items_0_6,Merom_1_int,collect_misplaced_items,0,6
5557,6037,scenes/Merom_1_int/urdf/Merom_1_int_task_collect_misplaced_items_0_7.urdf,Merom_1_int_task_collect_misplaced_items_0_7,Merom_1_int,collect_misplaced_items,0,7
